18600,8300,5400,6200,4500,
6300,7400,6800,6100,6000,
9300,9600,9300,8900,8900,
15700,14900,15000,16400,14900,
27200,28200,31400,28400,27100,
52800,51200,52200,51300,52100,
100000,107600,100100,100400,95500,
100000,37500,42300,38000,38300,
82800,74300,81500,79800,73800,
152400,147100,149300,162400,142900,
289000,294800,329500,292600,303800,
628100,581100,587000,486500,452400,
1000400,992200,1012400,1085600,1046500,
1664300,1627600,1511700,1215400,1238500,
