30800,2100,1400,1100,1200,
2500,2500,2200,2100,4300,
5300,5300,11000,4800,4700,
12200,14800,11800,11400,11700,
55900,20700,21300,20400,19700,
42400,57500,19600,19600,27700,
42800,39800,38900,38400,38600,
80000,81500,80300,80200,81700,
121300,60700,58600,58600,75400,
126600,124200,123700,165500,150500,
286500,430000,282500,253000,244200,
519000,304700,131000,129900,203700,
304600,324200,282400,285800,294400,
917800,667500,670700,760700,665000,
