283101,11399,9800,6700,22700,
16700,17600,21399,20800,17200,
57300,26401,33001,22200,24500,
46000,41200,44501,46100,42899,
85399,107900,72799,71400,64301,
120100,142300,136600,166200,127001,
220300,239600,186400,194000,186999,
305301,315000,279800,275900,288400,
552700,677500,729599,650500,787101,
703300,563400,562900,1875100,196399,
444400,401700,403700,392900,388001,
894699,810500,853500,804501,1142500,
2473700,2825399,2355101,3190399,2899100,
5222900,3215400,3109201,2769300,3311900,
