14.0,2.4,1.499,1.3,1.2,
3.1,2.701,2.6,2.599,2.6,
6.7,5.9,5.7,5.801,15.901,
13.499,13.2,13.4,17.9,16.0,
28.099,27.901,28.801,27.901,43.301,
47.3,35.9,35.501,35.499,17.599,
14.5,14.2,13.801,17.6,110.699,
33.9,29.4,28.5,31.3,28.6,
68.101,79.001,72.499,60.301,60.999,
127.699,130.801,126.4,129.1,126.3,
266.0,268.901,265.499,266.9,266.7,
562.401,559.599,592.7,570.301,564.401,
5294.8,3830.7,797.4,873.1,778.699,
1522.999,1943.201,2248.8,3144.601,3672.201,
